category,cnt
자동차 바이크 용품,1
앨범 굿즈,1
인테리어제품,1
홈데코 / 선물용품,1
식품>숙취해소제,1
모니터거치대,1
화화장품/미용 >스킨케어>미스트,1
마사지기,1
과학기구,1
공기질 측정기,1
ㅁ,1
식품>차>분말차,1
복용약,1
타블렛PC>그래픽타블렛,1
냉동식품>밀키트>떡볶이,1
과일상자 > 배,1
"식품,다이어트식품,가공식품",1
계절가전/생활용품,1
차(茶),1
문구세트,1
신생아의류,1
장닌감,1
패션잡화>시계>패션시계,1
건약초,1
"가구/인테리어>홈테코, 스포츠/레저>홈트레이닝",1
가구>홈인테리어>소품,1
가구/인테리어>DIY자재/용품>목재,1
화자품,1
"도서, 기독교용품(십자가, 액자 등)",1
패션잡화/패션소품,1
생활>애견용품,1
생활/건강>구강위생용품>칫솔,1
스포츠레저>스포츠악세사리>스포츠선글라스,1
패션의류>스포츠의류,1
생활/건강공구수작업공구기타수작업공구,1
스포츠/레져>캠핑>취사용품,1
육가공품>햄소시지,1
식품>다류,1
식품 의류,1
문제카드,1
현재 아이템기획중입니다.,1
머신비전,1
디지털/가전>음향가전>이어폰/헤드폰액세서리>케이스/파우치,1
반려용품>애견용>하네스,1
패션의류/잡화/등,1
선물용품,1
컴퓨터부품>그래픽카드,1
식품>건강식품>꿀,1
식품>냉동식품>도시락,1
나무케이스,1
디퓨저,1
생활건강 > 자동차용품 > 익스테리어용품 > 스티커,1
"매거진, 포토북, 기타굿즈",1
잠옷,1
알루미늄배달통,1
랜덤,1
애완동물 용품,1
식품>다이어트식품,1
"잡화>파우치,의류 패키지",1
의류>여성복,1
생활/건강 >반려동물>기타반려용품,1
파티용품>소품,1
"식품>빵,단백질쉐이크",1
생활/건강}수집품}모형/프라모델/피규어}피규어,1
치과 기기 샘플,1
테슷,1
"엽서, 아크릴, 책, 기타",1
생활가전 주방가전,1
강아지옷,1
화장품/미용>스킨케어>토너&로션&폼클렌징,1
파티용품,1
패션의류>여성의류/남성의류,1
"문구류, 액세서리",1
CAR MOUNT,1
식품>가공식품>전통차,1
생활용품 소독제,1
의류>블라우스,1
"의류, 기타 잡화",1
"화장품/미용, 식품",1
생활/건강>수납/정리용품>정리함>신발정리대,1
패션소품,1
총기부품,1
애견방석,1
3단봉,1
패션의류>여성의류>티셔츠,1
생활용품>욕실화,1
의류 자수,1
전자기기>가전,1
화당품,1
식품>가공식품>스프,1
일상용품>샴푸,1
양주,1
패션/의류>여성의류>트레이닝복,1
문진,1
xptmxm,1
생활용품>에그트레이,1
새우젓,1
누롱지,1
가공식품>오란다강정,1
건조 컵나물,1
식품/스틱포,1
화장품/미용.마스크팩,1
의류 및 생활용품,1
"신발,의류,잡화",1
"방향제,화장품>룸스프레이,디퓨저",1
쿠션,1
미용/바디케어/풋크림,1
"원예,생화",1
도서류,1
테이크아웃 종이컵,1
잡화/도서,1
여성의류>캐쥬얼,1
주방가전>전기그릴,1
화장품>색조,1
전자제품/청소기/무선청소기,1
신분증,1
라면 면도기,1
레저/스포츠>캠핑용품,1
컴퓨터 본체 및 모니터,1
생활 건강,1
"화장품/미용>비누,면도비누,에프터쉐이브",1
생필품> 여성용품,1
화장품>메니큐어,1
"브로치, 스티커",1
스포츠/레저>축구>축구양말,1
주방기구,1
제과제빵,1
"화장품/미용>스킨케어>세럼미스트,앰플,로션,파우치 등",1
디지털/가전>이미용가전>손발톱정리기,1
패션잡화>패션소품>우산,1
음향가전>블루투스마이크,1
식품포장용기,1
옷가방,1
생활/건강욕실용품샤워/목욕용품샤워가운,1
폰케이스/아크릴 스탠드,1
패션의류잡화>여성패션,1
생활>인테리어소품,1
메탈카드,1
박스,1
생활용품/절수기,1
강아지간식,1
생활/건강문구/사무용품이벤트/파티용품,1
도서/의류,1
문구>팬시>스티커,1
수첩,1
바디워시,1
구리,1
디지털/가전>생활가전>디지털 도어락,1
"지갑, 의류, 악세사리, 디지털",1
"캔들, 디퓨저",1
홈스타일링,1
"생활/건강>주방용품>잔/컵>머그,  출산/육아>물티슈>캡형",1
출산/육아>완구/매트>놀이방매트,1
파우더,1
반찬(음식),1
"식품>가공식품>잼, 스넥, 향신료 등",1
CD>앨범,1
화장품/미용>스킨케어>팩,1
홈데코>캔들,1
애니메이션 굿즈,1
디지털/가전>주방가전>커피머신>커피머신부속품,1
"의류>잠옷, 헤어악세사리",1
인테리어/오피스용품>데스크트레이,1
배게,1
곰인형,1
초콜릿,1
피자 밀키트,1
소동물용품,1
화장품>스킨케어>기능성화장품,1
육아용품 > 유아 의류,1
출산/육아위생/건강용품제균스프레이,1
구름빵,1
스포츠/레저>골프>골프의류,1
홍삼즙,1
식품>건강기능보조식품,1
반려동물 배변패드,1
전자제품>차량용>애프터블로우,1
컴퓨터 마더보드,1
주류 및 기타,1
식빵류,1
건강 식품 > 비타민,1
"의류>양복,구두",1
생활/건강>자동차용품>공기청정용품>에어컨필터,1
반려동물식품,1
50000809,1
"생활용품 집게, 바디브러쉬",1
디지털/가전>노트북액세서리>노트북받침대/쿨러,1
스포츠/스포츠용부품,1
생활용품>청소용품>유리창청소기,1
"식품(명란젓,간장게장)",1
"의류,잡화",1
"생활,데코,전자제품",1
"컵,접시,티슈커버,거울",1
노트북 스탠드,1
건강기능식품>프로폴리스>,1
패션 의류 잡화,1
냉동가공식품,1
수분 크림,1
패션잡화>여행용가방소품,1
"즉석카메라, 필름",1
"신발 깔창, 스포츠테이프",1
화장품/미요>스킨케어,1
네스프레소 커피 캡슐,1
생활용품>세탁세제>종이세제,1
도서>토익,1
의류 화장품/미용,1
제과>쿠키,1
"의류 > 티셔츠. 문구 > 키링, 유리컵, 목욕용품>비치타월",1
자건거용품,1
생활/건강>욕실용품>샤워기/수전용품>수도/수전용품,1
"냉장 소스류, 냉동 돈까스, 상온 봉투, 상온 홀더",1
"뷰티디바이스,화장품",1
장난감>피규어>디오라마,1
음식>떡,1
"의류, 인테리어 소품, 화장품, 식품",1
소형 전자 제품,1
식품->건강식품->건강분말,1
패션>의류/잡화,1
화장품/식품,1
화장품 > 남녀공용 향수,1
화장품/미용>향수>여성 향수,1
생활/건강>주방용품>주방수납용품,1
식품/냉동 간편조리식품/가공식품/과자/음료,1
위탁판매,1
발열측정기,1
여성,1
종이포스터,1
스킨을 삽니다.,1
패션>남성반바지,1
"문구>다이어리, 노트패드",1
잡동산이,1
"식품, 화장품, 소형가전, 패션",1
식빵월드,1
애니메니션>장난감,1
화장품/스킨케어,1
유아용품>유아세제>세탁세제,1
식품>조미김,1
꽃다발,1
지포라이터,1
생활화학품>방향제(디퓨저),1
잡화>굿즈>응원봉,1
생활건강>공구>안전용품,1
스포츠용품>클라이밍 초크,1
팬티라이너,1
애완용품 / 장난감 등 다양함,1
식품>과자>젤리,1
패션의류>남성의류>한복,1
"의류,악세사리",1
자동차,1
잉크,1
게임부품/게임>vive>vive Tracker,1
간이책상,1
"원두,봉투,홀더",1
건강기능식품 비타민 영양제,1
생활/건강>주방용품>주방잡화>수세미,1
화장품/미용>바디>바디워시,1
스마트워치액세서리,1
중고,1
식품>0건강식품>영양제>기타건강보조식품,1
캠핑소모품,1
건강관리용품>보호대류,1
원두커피,1
"사진, 문구류",1
스포츠>수영용품>수영모자,1
식품 및 주방용품,1
"화장품,간단식품(상온)",1
가루및분말,1
라이트박스,1
발각질제거,1
가전>주방가전>에어프라이어,1
"축산>돼지, 소고기",1
출산/육아>완구/매트>언어/학습완구>낱말카드/학습카드,1
휴대폰케이스/보호필름,1
생활->마스크,1
캘렌더,1
생활건강>욕실용품>칫솔통,1
식품>음료>차류>홍차,1
식품>축산물>쇠고기>수입산쇠고기,1
레저>캠핑>기타용품,1
생활용품>식품포장용기,1
휴대폰 악세서리,1
취미/키덜트>인형,1
"제티,인형,립틴트,젓가락",1
가구/인테리어서재/사무용가구의자의자발받침대,1
디지털/가전>주변기기>키보드,1
건강식품>스쿠알렌,1
화장품/미용>스킨케어>폼클렌징,1
"인테리어잡화,여행용품",1
"식품>음료,커피,아이스크림,티백",1
물안경,1
수납/정리용품>정리함>신발정리대,1
의류>속옷>여성속옷,1
디지털/가전>게임기/타이틀>게임기주변기기,1
가정용품/물티슈,1
건강식품/화장품,1
음향기기 > 오디오,1
가방 파우치 모자 장갑,1
패션잡화>양말>남성양말,1
인테리어(08) > 실내인테리어(03) > 수납/정리(04) > 기타수납및정리용품(99),1
패션잡화>기타패션잡화,1
패션>의류>상의,1
세면타올,1
생활/건강반려동물,1
애완동물용품>강아지사료>냉장사료,1
"서적,농산물",1
디지털/가전>생활가전>자외선소독기,1
생활용품>마스크>보조기구,1
화장품/미용/펫케어,1
생활/건강>의료용품>구급/응급용품,1
식품>축산,1
과자.라면류,1
핸드크림,1
식품 첨가물(커리 페이스트),1
디지털/가전태블릿PC액세서리,1
화장품/미용>물티슈,1
화장훔,1
미용>스킨케어>세럼,1
마사지젤,1
생활/건강-찜질팩,1
출산육아>목욕용품>욕조,1
생활용품(목재화분받침대),1
침출차,1
"반려동물 단미사료>영양제, 영양간식",1
화장품/미용>선케어>선크림,1
푸드,1
HMR 도시락,1
식품>가공식품>디저트,1
"건강식품,화장품,생필품",1
생활용품>옷걸이/방석,1
ㅣ,1
이사용 박스,1
약과,1
식품>농산물>기타채소,1
화장품정리함,1
이불,1
마술용품 세트,1
핼스>요가>폼롤러,1
신발 깔창,1
CD/LP > LP,1
식품>과자>스낵,1
의료/건강,1
농산물>냉동딸기,1
"바디워시타올,생활용품",1
사무용품 > 사원증 케이스,1
카메라 부품,1
스포츠/레저자전거자전거용품자물쇠,1
식품조리기계 부품,1
"의류, 화장품, 건강식품(ex.홍삼정)",1
전자담배 액상 및 기기,1
장난감/피규어,1
스포츠/레저>골프>골프필드용품,1
냉동/냉장 식자재,1
화장품 / 건강식품,1
디지털/가전>주변기기>태블릿/액세서리>액세서리,1
스포츠/레저 > 캠핑 > 랜턴 > 손전등,1
향수및 화장품,1
교재>어학교재,1
식품>차류,1
제도용품,1
식품>음료>커피>커피믹스/인스턴트커피,1
"쿠키,원두",1
휴대폰액세서리 > 웨어러블 디바이스 액세서리,1
화장품/미용>샴푸바,1
카페/디저트>마카롱,1
토마토,1
"강아지 사료(건식, 습식, 간식)",1
전자제품 > 전구,1
생활/건강>반려동물>패션용품,1
생활 잡화,1
스포츠용품>수영복,1
기타잡화류,1
"문구, 호신용품",1
잡화>쥬얼리>귀걸이>목걸이>반지>헤어,1
생활건강>건강관리용품>공산품 마스크,1
네비게이션,1
빵>생지>크로아상생지,1
위생용품>생리컵,1
음반 및 의류,1
사과주스,1
생활건강>도시락찬합,1
인턴,1
스포츠레저>물놀이용품,1
"식품, 냉동식품, 캔 제품 등",1
음식>과자>한과세트,1
문구및 완구류,1
생활용품>코클리너,1
신발>샌달>슬리퍼,1
생활용품/완구,1
애기용품,1
식품>분말가루,1
자동차부품>화물차>후미등,1
라벨프린터,1
디지털/가전>계절가전>온수매트,1
식품>꿀>일반꿀,1
생활/건강문구>사무용품>문구용품,1
생활/건강>건강측정기기>체온계,1
건강>저주파마사지기,1
주류(전통주류 상온보관박스),1
자전거 페달,1
식품>간편식>소스류,1
화장품>바디케어,1
도서 정수기,1
의류/남성의류,1
라돈 검출기,1
일반의약품,1
의류>외투,1
볼링공,1
스포츠/레져,1
크림50ml,1
반려동물용품>디퓨져/스프레이,1
사진인화물,1
청소용품>쓰레기통,1
생활건강>반려동물>리빙용품>쿠션/방석,1
"인형류, 문구류, 기타(산호초)",1
스포츠기구,1
닭백숙,1
일회용식기,1
어린이용품,1
스포츠>캠핑,1
"책, 장구",1
연료첨가제,1
식품>건강식품>영양제 등,1
식품>음료>우유/요구르트>우유,1
포장용품,1
조명기기,1
출산/유아>유아동잡화>신발,1
커피/차,1
장난감>완구>종이집만들기,1
디지털/가전>음향가전,1
여가/생활편의,1
리빙/생활>아이스트레이,1
LED스탠드,1
스마트워치악세사리/시계줄,1
출산/유아>스킨케어>바디워시,1
화장품/미용헤어케어트리트먼트,1
식품->쌈장,1
"커텐,블라인드,수예",1
의류>맨투맨,1
식품>연어,1
아이폰 보조배터리,1
생활/건강>수집품>퍼즐/블록,1
신선식품>냉동식품>수산물가공품,1
생활/건강?반려동물>간식,1
"공기청정기,로잉머신",1
휴대폰액세서리,1
스포츠>요가용품,1
패션>의류>남성스포츠의류,1
식품>건강식품>홍삼제품,1
의류>캐쥬얼,1
랜선,1
기타미술,1
숙취해소제,1
의료품>코로나키트,1
화장품/미용>헤어>바스앤샴푸,1
의류/ 남자 언더웨어/팬티,1
식품>음료>두유,1
4aefadfa21v4aerfasdfca4aefadfa21v4aerfasdfca4aefadfa21v4aerfasdfca4aefadfa21v4aerfasdfca4aefadfa21v4,1
"식품>음료>차,커피",1
생활/건강/가전/이미용,1
차량용품->안전벨트 클립,1
건담,1
컨설팅서비스,1
스포츠/레저자전거자전거용품펌프,1
게임용품,1
식품>수산물>장어,1
식품>수산>생선(냉동),1
시계보관함,1
에어팟,1
가구/인테리어>인테리어소품>워터볼,1
베이커리 > 식빵,1
나,1
"의류, 악세서리",1
생활/건강주방용품잔/컵텀블러,1
"생활용품, 가전제품",1
"식품>냉장, 냉동",1
티포트,1
식품>냉동식품>가공식품,1
두유,1
"생활가전,계절가전",1
디지털/가전>태블릿PC액세서리>스탠드/DOCK,1
헬스케어>개인용측정기기,1
"인형, 잡화, 가방",1
생활/건강>자동차용품>주차번호판,1
인테리어소품>인센스,1
